,SHORTCODE,COMMENT_ID,COMMENT_USER,COMMENT_TIME,COMMENT_TEXT,COMMENT_TAGS,COMMENT_MENTIONS
556,BYginMaAkJP,17870486914160286,teamkonquest,2017-09-01 21:42:38,this  is sick  feel free to drop a comment on my latest post also  together everyone achieves more!,,is feel together 
557,BYtfLInAz9u,17872442398190573,dan_mateus,2017-09-06 21:43:26,This looks really awesome!,,
558,BYtfLInAz9u,17882127376080460,anhellicka,2017-09-07 06:58:40,@bina1love our pic made it to their page,,bina1love 
559,BYtfLInAz9u,17874280183137811,bina1love,2017-09-07 13:21:00,Whoa 😮 @anhellicka,,anhellicka 
560,BYtfLInAz9u,17898487648049880,bina1love,2017-09-08 04:09:53,Look girls! @monicar89 @ayitskei @yeska_boo_,,monicar89 ayitskei yeska_boo_ 
561,BYtfLInAz9u,17871178219164435,itsyesikab,2017-09-08 14:49:32,@bina1love heyyy!,,bina1love 
562,BYtfLInAz9u,17885465815102643,itsyesikab,2017-09-08 14:57:24,@bina1love lets go today lol!,,bina1love 
563,BY1hf8MgMOI,17870367823169880,teamkonquest,2017-09-10 18:22:50,this  is dope! tap in to #TeamKonQuest when you can!,TeamKonQuest ,is 
564,BZCFK8Ug0kc,17892484366068837,2amclubmv,2017-09-14 21:05:18,🍻,,
565,BZCwiZOg--W,17886359104109530,wrivax,2017-09-15 01:59:07,This photo looks so professional!!!,,
566,BZHSNLIAe5M,17893061398068869,itsdjacme,2017-09-16 19:51:44,🔥,,
567,BZUTKm0ghR5,17874686758151402,mmrohrer,2017-09-21 23:29:40,Super sweet!,,
568,BZhYXoSBTZm,17899891585011082,djshadowred,2017-09-26 23:46:05,Cool!,,
569,BZhYXoSBTZm,17884825960081817,femaleartgaze,2017-09-30 05:02:43,Amazing! :),,
570,BZji3rtBwYB,17842959169222259,partyinaustin,2017-10-04 03:20:09,👌🙌🤘,,
571,BZmqSNShjB6,17842358794211452,williamrosewood,2017-09-29 01:01:49,Very nice! 😃,,
572,BZmqSNShjB6,17842370482217269,f1ootball6,2017-09-29 05:29:05,Birthday party,,
573,BZmqSNShjB6,17901947590036459,dontkillsebastian,2017-09-30 20:46:22,😃,,
574,BZo0t9thX3b,17885073526082590,jrosalyy,2017-09-29 20:57:24,@dianabarajas_43 @anghellicaa @_lehssss,,dianabarajas_43 anghellicaa _lehssss 
575,BZo0t9thX3b,17872880161175063,_lehssss,2017-09-29 20:58:38,@jrosalyy dammmmn 😍😍,,jrosalyy 
576,BZwM1NVhwkg,17896981351066305,sierraaaeva,2017-10-03 03:02:34,🙏❤,,
577,BZwM1NVhwkg,17876371426146599,varela_5150._,2017-10-03 03:42:28,🙏,,
578,BZy2HPPB6Qy,17877384025133480,itsdjacme,2017-10-03 18:30:39,Lit,,
579,BZy2HPPB6Qy,17879663908159721,katrinamarie1478,2017-11-05 05:30:01,@valerie_brunt12,,valerie_brunt12 
580,BZy2HPPB6Qy,17890026886091936,valerie_brunt,2017-11-05 07:02:07,@h.bananas_,,h.bananas_ 
581,BZ66jn3BEZU,17876489179176329,deadxpuppy,2017-10-06 20:50:53,💦,,
582,BZ66jn3BEZU,17886641593091720,itsdjacme,2017-10-07 04:38:18,🔥🔥🔥🔥,,
583,BZ66jn3BEZU,17875633141166002,_nanccyem,2017-10-13 07:37:23,@dhatboyyen,,dhatboyyen 
584,BZ66jn3BEZU,17889687328180976,iamvallejodoe,2018-01-04 04:23:24,@shinoarae_,,shinoarae_ 
585,BZ7FICHh4dk,17890177009110870,jayygwuapo209,2017-10-07 01:15:32,@ernestoothoo,,ernestoothoo 
586,BZ7FICHh4dk,17873679967170182,the3pm,2017-10-07 04:34:45,come to my page i have tons of free content for every one plus im giving stuff away for free right now!! huryy it wont last 😄😄😄😄😄,,
587,BZ7FICHh4dk,17889975877108421,kingluis_96,2017-10-10 05:34:09,@ivonne___f,,ivonne___f 
588,BaFCNjKBHzi,17879044975141952,imjustjoey,2017-10-10 21:31:49,You're talented  lets network! Follow back?,,lets 
589,BaFCNjKBHzi,17902739203023706,wallstreet_v_enterprise,2017-10-13 07:34:53,nice!,,
590,BaFMGDzBINT,17908433593062092,renobravomusic,2017-10-10 21:46:56,👌🏼👌🏼👌🏼,,
591,BaFnJ8-B6N0,17874321280174416,itsdjacme,2017-10-11 02:31:52,🔥🔥🔥🔥🔥,,
592,BaNVyN0hLI9,17903358556018025,kibolavozpr,2017-10-16 00:28:37,Dope! 🙌,,
593,BacMaeSBHp-,17891417083100254,rhythmology,2017-10-20 12:52:57,Nice pic!,,
594,Banf0vJB2jO,17880333754133284,sierraaaeva,2017-10-24 04:50:45,👭👭👭👭👭,,
595,Bao5J-fBDyB,17880736252135603,__esmeraldaa24,2017-10-26 18:48:39,@steph_gg 😂😂😂😂 I can't!!,,steph_gg 
596,Bao5J-fBDyB,17888622610213329,stefffff_84,2018-05-27 20:15:37,@betsybabern0309 💃🤣😂,,betsybabern0309 
597,Bao5J-fBDyB,17950177105018158,betsybabern0309,2018-05-28 00:05:51,@stefffff_84 every time lol,,stefffff_84 
598,BayJEpnBjd5,17878403941165740,its_dominic_miller,2017-11-01 00:43:51,@monaalvarez0,,monaalvarez0 
599,BayJEpnBjd5,17880512374187754,monaalvarez0,2017-11-01 01:07:56,Yessss @its_dominic_miller,,its_dominic_miller 
600,Ba44Oh9BBpw,17905542964044786,nightlifephotographer123,2017-11-01 06:26:32,Awesome!,,
601,BbAT26wB1Zz,17907132826049233,iam_richyrich,2017-11-11 00:42:14,@brrooklyn___ 😩🔥,,brrooklyn___ 
602,BbAT26wB1Zz,17882264194184576,brrooklyn___,2017-11-11 00:43:26,We were sooo poppin! Best hef &amp; playmate #nailedit @iam_richyrich,nailedit ,iam_richyrich 
603,BbIMpcvBnrq,17908093486011787,ssjennss,2017-11-05 21:58:06,😂😂😂,,
604,BbIMpcvBnrq,17892247663124588,lilysirenguyen,2017-11-05 22:31:40,This is too good lol @ssjennss @sf_shopaholic,,ssjennss sf_shopaholic 
605,BbIMpcvBnrq,17848236352214857,_djchango_,2017-11-10 23:05:57,gonna be LIT🔥🔥🔥,,
606,BbK8dZPBC68,17892845032124039,ssjennss,2017-11-06 23:24:13,😂😂😂😂,,
607,BbK8dZPBC68,17847632680214093,prosellag,2017-11-07 07:06:09,@c_segovia,,c_segovia 
608,BbK8dZPBC68,17906898142047364,akridbeast,2017-11-07 23:56:30,@_selfmotivated96,,_selfmotivated96 
609,BbK8dZPBC68,17906633560029371,_selfmotivated96,2017-11-07 23:58:00,🙋🏼😂😂😂 @akridbeast,,akridbeast 
610,BbnD5LOhgYn,17908584589053020,chuygomez,2017-11-17 21:14:13,#ThatsHowYouDoItChuy,ThatsHowYouDoItChuy ,
611,Bb71mCNhfbF,17883126124192707,lilflipper702,2017-11-25 22:29:18,Yo check me out!! I got some dope music on my SoundCloud I'm sure you'll fw  https://soundcloud.com/lilflipper702,,https://soundcloud.com/lilflipper702 
612,BcLdrKHBUpk,17886228901184483,angelicarosalia,2017-12-02 02:53:01,🔥🔥🔥,,
613,BcVvXJnBRku,17885945776154428,vip.vegas,2017-12-06 00:02:06,Nice!,,
614,BcVvXJnBRku,17886349414193092,poselskibrothers,2017-12-06 20:25:13,🎉 🎊,,
615,BcVvXJnBRku,17907177802064190,djscmusic,2017-12-07 00:12:51,Word!,,
616,BcabnUEBPkf,17855249275207687,pannnnnnaaaaaa,2017-12-07 19:47:24,@fito_305 look my nigga,,fito_305 
617,BcabnUEBPkf,17910650566035990,julianontheradio,2017-12-07 20:47:21,🙃🙃🙃,,
618,Bcs-LloBoDm,17950279030046506,tgaarciaa,2018-06-05 03:07:45,@skittless_510 I’m expecting you to get me something like this 🥂😂,,skittless_510 
619,Bc8GHuEhxm3,17869232458259313,thewhitediamond_fans_colombia,2018-07-15 01:36:14,🔥🔥🔥,,
620,Bc8XWRRnZc_,17854147963223023,jlsg209,2017-12-21 01:05:11,Is this an all Asian club?,,
621,Bc8XWRRnZc_,17887484680145230,cottoncandycoral,2017-12-21 03:48:48,@jlsg209 lmao no it’s cause we had that one DJ for that night it’s usually mix,,jlsg209 
622,BdT2xTaBj2O,17915846968028994,mustachetom,2017-12-30 03:17:30,@kortilla1 lol I recall my convo before this photo “I don’t know what to do with my hands” lol,,kortilla1 
623,BdT2xTaBj2O,17842761847227079,kortilla1,2017-12-30 03:38:24,@mustachetom lol!! Well this was take 2?3? Then u were like ah forget it. Awkward hand photo 😂,,mustachetom 
624,BdlPfGZBNm-,17857703932210458,clubfix,2018-01-06 11:12:16,👏👌,,
625,BdlPfGZBNm-,17916925375004011,alcantartogreatness,2018-01-08 22:12:04,Let’s connect  DM me.,,DM 
626,BdlPfGZBNm-,17904722404102897,crystal._ruby,2018-01-10 20:47:07,@jmmuro  @dillonpatel17  us frisay,,jmmuro @dillonpatel17 us 
627,BdlPfGZBNm-,17893573942131941,bojanvangelovski,2018-01-13 21:39:31,Coming to Vegas sign up at www.vegaslive2night.com !!!,,
628,BdmI8dshI_4,17843592787240396,studiomtn,2018-01-06 09:21:04,🧐,,
629,Bdyq4TbBrSp,17889461725162425,carlinagamez,2018-01-11 16:53:24,@thegrandnightclub what kind of music do y’all play on Saturday nights?,,thegrandnightclub 
630,Bdyq4TbBrSp,17918199538042481,carlinagamez,2018-01-11 16:54:48,@thegrandnightclub is Latin music only on Friday’s?,,thegrandnightclub 
631,Bdyq4TbBrSp,17892115495145167,thegrandnightclub,2018-01-11 19:21:50,@carlinagamez depends on the night. We play mainly top 40 &amp; hip hop. Fridays is reserved for our Latino Fridays,,carlinagamez 
632,BdytJv3h3fx,17877885067194253,fuenteselmutante,2018-01-11 02:33:11,😂😂,,
633,BdytJv3h3fx,17891996953151829,kristine_sf_,2018-01-11 03:59:37,🤣🤣🤣,,
634,BdytJv3h3fx,17844425047239890,1smartpearl,2018-01-11 04:00:42,Lmao that old dude with the cains.,,
635,BdytJv3h3fx,17909379328073250,nessicullen,2018-01-11 06:58:47,@josh___sampayo,,josh___sampayo 
636,BdytJv3h3fx,17859726094206641,rachelhoooooo,2018-01-12 14:50:57,@pradorosa 🤣,,pradorosa 
637,BdytJv3h3fx,17924155042056309,_yomz_,2018-02-04 04:40:29,@whittie_jay,,whittie_jay 
638,BdytJv3h3fx,17904636817095992,whittie_jay,2018-02-04 04:47:15,@_yomz_ lol he gettin it!,,_yomz_ 
639,BdytJv3h3fx,17922773014135676,glockdaddy559,2018-05-28 16:25:24,@smalltowncalipodcast,,smalltowncalipodcast 
640,Bd0jO4uBFyl,17859639931210277,esco3185,2018-01-17 18:10:54,@the.esco,,the.esco 
641,BeWEuSMBDbB,17920453930063625,djcourtneymills,2018-01-24 22:17:54,😄,,
642,BeYqRMJhhfM,17907188740113624,sharethatmusic,2018-01-27 02:23:17,#WeloFama anuncia colaboraciones con #BabyRasta y #Cosculluela para su álbum,WeloFama BabyRasta Cosculluela ,
643,BeYqRMJhhfM,17935070908087509,durso_official,2018-06-25 14:18:33,Dope!,,
644,BeqyZ7oh4ea,17895621949180439,skywalker.saopaulo,2018-02-02 18:35:57,🌴💯🔥🔥,,
645,BewG7ddB1Fo,17896311937178066,mama.sami,2018-02-03 22:45:28,Yay! I’ll be there 🧡,,
646,BewG7ddB1Fo,17922801937011753,babyguurloriana,2018-02-03 23:12:07,@mama.sami I knew I recognized the one in the middle! Lol it’s Oriana😁,,mama.sami 
647,BewG7ddB1Fo,17923415707007857,mama.sami,2018-02-03 23:13:13,@babyguurloriana lol! Small world. Come out soon babe 😘,,babyguurloriana 
648,BewG7ddB1Fo,17896772287189716,babyguurloriana,2018-02-03 23:20:06,@mama.sami I started following Grand recently lol okay I will!,,mama.sami 
649,Be32tyPhZ2U,17910327460110897,gigiothefruitbat,2018-02-06 23:06:10,So excited to celebrate my bachelorette party there on Friday!!! Wooohoo @persephone525 @ahhhmanduh @leonoir23 @miss.lippy_2 @jennibebe @eskarlett,,persephone525 ahhhmanduh leonoir23 miss.lippy_2 jennibebe eskarlett 
650,Be32tyPhZ2U,17910264835104893,gigiothefruitbat,2018-02-06 23:10:38,So excited to celebrate my bachelorette party there on Friday!!! Wooohoo @persephone525 @ahhhmanduh @leonoir23 @miss.lippy_2 @jennibebe @eskarlett,,persephone525 ahhhmanduh leonoir23 miss.lippy_2 jennibebe eskarlett 
651,Be32tyPhZ2U,17892074509170690,reesetasini22,2018-02-07 00:08:03,@darize193,,darize193 
652,Be32tyPhZ2U,17930018203028992,4amnyc,2018-03-18 22:57:29,😎😎😎,,
653,Be_s6MVh4ca,17900975194139957,trapgucciofficial,2018-02-16 20:10:52,Sigan a @welofama #ElMilloneta 🔜 #TrapGucci,ElMilloneta TrapGucci ,welofama 
654,Be_s6MVh4ca,17869935886213671,latwinodad,2018-03-10 05:59:46,Thanks for sharing!,,
655,BfJ5mVZhppw,17924372038042828,chelseaptat2017,2018-02-14 02:14:02,@melanadeee @mrs.beith possible bachelorette idea???,,melanadeee mrs.beith 
656,BfJ5mVZhppw,17924393386053837,mrs.beith,2018-02-15 22:22:58,@chelseaptat2017 this looks like a good package! Would be nice to get the one for minimum of 10 people 😊,,chelseaptat2017 
657,BfJ5mVZhppw,17868848965213063,gigiothefruitbat,2018-03-07 15:23:39,So they can ruin your reservation and put you in the corner of the club! Terrible night.,,
658,BfO0lO6BjT0,17899509823135627,cuzoh,2018-02-15 21:02:28,💰💰,,
659,BfO0lO6BjT0,17907339574092642,lv_musicaoficial,2018-02-16 01:09:33,"Check out my new song link in bio ""Solita"" escuche mi nueva cancion 🙏",,
660,BfO0lO6BjT0,17900587216188207,marijoset30,2018-02-16 01:59:33,@rg_0810,,rg_0810 
661,BfO0lO6BjT0,17911551508098685,vbucher,2018-02-16 05:58:30,@ariasrinivasan,,ariasrinivasan 
662,BfO0lO6BjT0,17896559908165361,ariasrinivasan,2018-02-16 06:02:20,@vbucher oooo yess 🇩🇴,,vbucher 
663,BfO0lO6BjT0,17900957446136573,ariasrinivasan,2018-02-16 06:03:39,@vbucher this is also like two seconds from my house!,,vbucher 
664,BfO0lO6BjT0,17907294436080851,vbucher,2018-02-16 15:38:54,@_valencia_7,,_valencia_7 
665,BfO0lO6BjT0,17850765979241303,_loveeleerose,2018-02-16 19:45:12,@jaqui_r_,,jaqui_r_ 
666,BfO0lO6BjT0,17907368857082473,beaautifulbee,2018-02-16 20:40:17,@jaaaayyyyy____ 💃🏼💃🏼,,jaaaayyyyy____ 
667,BfO0lO6BjT0,17928277405035829,bigoso87,2018-02-27 17:43:22,@valenzuela_finest,,valenzuela_finest 
668,BfO0lO6BjT0,17866909768216944,valenzuela_finest,2018-02-27 18:26:04,@daboiboi_preem @thekidmartinezifbbpro @javismashbromartinez @markxdapps @diaz51 @_cc1993 @lolita_vazquez  we got to hit this spot 😝😝,,daboiboi_preem thekidmartinezifbbpro javismashbromartinez markxdapps diaz51 _cc1993 lolita_vazquez we 
669,BfO0lO6BjT0,17913904891105806,thekidmartinezifbbpro,2018-02-27 18:30:24,@valenzuela_finest let’s go,,valenzuela_finest 
670,BfO0lO6BjT0,17925530923065015,lolita_vazquez,2018-02-27 19:21:13,@valenzuela_finest I'm down 👍🏼👍🏼🙋‍♀️,,valenzuela_finest 
671,BfO0lO6BjT0,17910113929094013,_otilia_23,2018-02-27 19:21:23,@lovelyesbeydi,,lovelyesbeydi 
672,BfO0lO6BjT0,17900467345155139,jojolx,2018-03-03 22:27:01,@brembaby,,brembaby 
673,BfO0lO6BjT0,17922325411066303,jojolx,2018-03-03 22:27:04,@brembaby,,brembaby 
674,BfRfuTJBgJW,17924952334008463,miguelkultura,2018-02-17 06:43:03,Damn missed out!,,
675,BfRfuTJBgJW,17896717888211233,beloved_songstress,2018-07-03 23:32:59,@famousroyaltyyy,,famousroyaltyyy 
676,Bfy91q5Btsl,17868344650208690,el_super_mario7,2018-03-02 04:21:19,👌👌👌👌👌👌👌👌,,
677,Bfy91q5Btsl,17922150037069256,missevefit,2018-03-02 09:31:20,What days are the Pisces bash 2/24 pictures going up,,
678,Bfy91q5Btsl,17923667338071326,thegrandnightclub,2018-03-02 19:30:43,@missevefit check our website soon. They will be up by next week.,,missevefit 
679,Bf4NWPBBUNV,17911225477094015,josecanohadraham_,2018-03-09 05:11:25,@ingridchiquillo,,ingridchiquillo 
680,BgCl_BeH9gH,17930617144036340,ce_lenababy,2018-03-08 15:56:29,@melissa___916,,melissa___916 
681,BgCl_BeH9gH,17931251821010454,josecanohadraham_,2018-03-08 23:37:04,@diana.rodriguez882 this Friday,,diana.rodriguez882 
682,BgCl_BeH9gH,17846720017269614,oscarjimenez__,2018-05-19 01:02:09,@alexqqqlll,,alexqqqlll 
683,BgFPV_Yn-NV,17918199343101317,callmejuicybaby,2018-03-11 08:09:02,Just missing some melanin!,,
684,BgKwhx7HGYY,17912753329083645,elchat83,2018-03-12 02:11:24,@veeh0420 - this is where chuy Gomez is hosting Selena night next month Saturday  April 14,,veeh0420 April 
685,BgKwhx7HGYY,17869328464217393,elchat83,2018-03-12 02:12:26,@veeh0420 - if you guys want to go together,,veeh0420 
686,BgzO1-xh2EZ,17935420900013565,amazingandrej,2018-03-26 23:45:21,@shanzayhayat 🍾💃🏻,,shanzayhayat 
687,Bg4iGMqhOW5,17936169841043174,_manthaaa90,2018-03-30 01:12:15,@glisten_in,,glisten_in 
688,Bg9xwIahm_R,17869031767232873,iambaselinep,2018-04-30 23:46:31,🔥🔥🔥,,
689,Bg_3D1DhmCi,17916244393081211,sierraaaeva,2018-03-31 18:57:13,🔥,,
690,Bg_3D1DhmCi,17935149406016567,cee_jay5,2018-03-31 19:21:18,@georgejbeats this is where I’m going to take you if you come up here for ur birthday,,georgejbeats 
691,Bg_3D1DhmCi,17906767525145532,thegrandnightclub,2018-03-31 19:22:07,@cee_jay5 we offer birthday packages 🙂 text or call us to make a reservation,,cee_jay5 
692,Bg_3D1DhmCi,17857077931245076,princebrayden,2018-03-31 19:55:35,@thegrandnightclub what's the #,,thegrandnightclub 
693,Bg_3D1DhmCi,17933679955043959,thegrandnightclub,2018-03-31 19:57:14,@princebrayden 415-636-0029,,princebrayden 
694,Bg_3D1DhmCi,17916221965092352,georgejbeats,2018-04-01 04:40:42,@cee_jay5 did we miss Frankie j?,,cee_jay5 
695,Bg_3D1DhmCi,17902518115168627,cee_jay5,2018-04-01 04:41:09,@georgejbeats yeah it was yesterday,,georgejbeats 
696,Bg_3D1DhmCi,17905145983167821,georgejbeats,2018-04-01 04:41:33,@cee_jay5 balls!,,cee_jay5 
697,Bg_3D1DhmCi,17922048322139171,queenlupe,2018-05-20 16:35:36,@lichita_b,,lichita_b 
698,Bg_3D1DhmCi,17873471155237970,lichita_b,2018-05-20 19:23:32,@queenlupe what’s this?,,queenlupe 
699,BhKKhtBhveZ,17846615365247540,itsdjacme,2018-04-04 18:43:21,🐶🐶🐶 pa pa .. ready for another fun Friday !!!!,,
700,BhKKhtBhveZ,17862571840239406,_karinuuh,2018-04-04 19:02:35,@eerriikkaa55,,eerriikkaa55 
701,BhKKhtBhveZ,17863949356230914,eerriikkaa55,2018-04-04 19:05:22,Bottle service? 🤔😂,,
702,BhKKhtBhveZ,17935597090009266,thegrandnightclub,2018-04-04 19:10:49,@eerriikkaa55 call or text 415-636/0029,,eerriikkaa55 
703,BhM0bSXhvwW,17937800713011441,nan2elmaestro_official,2018-04-08 11:59:33,👌👌,,
704,BhM0bSXhvwW,17917990315189040,kingmoi510,2018-05-12 02:38:45,@miizzbella503 this the one we trying to go,,miizzbella503 
705,BhM0bSXhvwW,17918666332191772,miizzbella503,2018-05-12 03:20:46,@kingmoi510 yaaasss I’m so down for this!!!!,,kingmoi510 
706,BhM0bSXhvwW,17949275683042280,roropeza1,2018-05-30 02:03:04,@anabananerzz5  @miss___chrissy Friday 😏,,anabananerzz5 @miss___chrissy 
707,BhNSyn8BLhE,17864244889231495,cottoncandycoral,2018-04-05 23:52:03,Aww,,
708,BhNSyn8BLhE,17910192490134551,rockerquinn,2018-04-06 00:34:29,Had a great time!! Thx for all!!,,
709,BhNSyn8BLhE,17920033522125572,chuygomez,2018-04-06 01:05:21,@therealfrankiej,,therealfrankiej 
710,BhNSyn8BLhE,17861689105242803,miguelgomezlive,2018-04-06 05:35:15,Keep up the good content!!🙌👍,,
711,BhkB82Ih2VX,17847056572259219,ssjennss,2018-04-14 19:44:19,😂😂😂,,
712,BhkB82Ih2VX,17939826712032495,misterblackmpls,2018-04-14 20:09:24,😈,,
713,Bhw34uABDIr,17911355746149660,mayamorsi,2018-04-20 00:43:23,💕,,
714,Bhw34uABDIr,17914203358181224,yabloko.studio,2018-05-03 11:28:31,👍👍✨✨👍👍👍👍👍🍃🍃☘👍👍✨✨👍👍👍👍👍🍃🍃☘,,
715,Bh-atkrB-QS,17913476356150840,chuygomez,2018-04-25 01:57:58,@beca_bell,,beca_bell 
716,BiAzoAYBM_E,17928692098086572,chefdharmon,2018-05-27 20:04:59,👏,,
717,BiC1GMEDOkX,17921899714090980,bstreetstation,2018-04-26 21:11:23,@cottoncandycoral 💕,,cottoncandycoral 
718,BiC1GMEDOkX,17864006248245794,aimaggie.924,2018-04-27 06:56:53,👍1⃣ ﻿,,
719,BiGD2argAX3,17941929634025974,harpersinbox,2018-04-28 00:56:22,Join us 🌸🌺🦋,,
720,BiGD2argAX3,17925595756123886,puertoricanent,2018-04-28 01:48:07,your snapshot is really excellent.,,
721,BiSqDFrgyNt,17942520742022067,evvie_everlasting,2018-05-02 22:35:05,😍😍😍,,
722,BinG9RrH43b,17911500349172570,itsdjacme,2018-05-10 21:20:55,🔥🔥🔥,,
820,87DwyEmbc5,17844316624018645,teepdasneak,2015-10-16 19:59:17,@andeeeex0,,andeeeex0 
821,87DwyEmbc5,17844316669018645,andeeeex0,2015-10-16 20:01:56,OMG!! That's us @dsolarski @shayleeseaton @paigeosborn.hair  @sarawwww @kaytrachelle @hayleyobryan @allyjenkins_xo 😍😍😍,,dsolarski shayleeseaton paigeosborn.hair @sarawwww kaytrachelle hayleyobryan allyjenkins_xo 
822,BFs8p3MGbXO,17847805570123221,deejayflo_b,2016-05-22 23:30:41,👌 👌 👌 🔥,,
